Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00   50490/50490       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const [94]
[56]     0.0    0.00    0.00   50490         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::max_size() const [56]
                0.00    0.00   50490/50500       std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator() const [52]
                0.00    0.00   50490/50491       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [55]
-----------------------------------------------
                0.00    0.00     100/50490       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> const&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> const&) [139]
                0.00    0.00   50390/50490       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [95]
[57]     0.0    0.00    0.00   50490         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_relocate(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [57]
                0.00    0.00   50490/50490       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_do_relocate(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&, std::integral_constant<bool, true>) [58]
-----------------------------------------------
                0.00    0.00   50490/50490       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_relocate(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [57]
[58]     0.0    0.00    0.00   50490         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_do_relocate(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&, std::integral_constant<bool, true>) [58]
                0.00    0.00   50490/50490       std::pair<int, int>* std::__relocate_a<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [61]
-----------------------------------------------
                0.00    0.00     100/50490       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> const&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> const&) [139]
                0.00    0.00   50390/50490       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [95]
[59]     0.0    0.00    0.00   50490         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_use_relocate() [59]
                0.00    0.00   50490/50490       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [60]
-----------------------------------------------
                0.00    0.00   50490/50490       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_use_relocate() [59]
[60]     0.0    0.00    0.00   50490         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [60]
-----------------------------------------------
                0.00    0.00   50490/50490       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_do_relocate(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&, std::integral_constant<bool, true>) [58]
[61]     0.0    0.00    0.00   50490         std::pair<int, int>* std::__relocate_a<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [61]
                0.00    0.00  151470/151470      std::pair<int, int>* std::__niter_base<std::pair<int, int>*>(std::pair<int, int>*) [23]
                0.00    0.00   50490/50490       std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [62]
-----------------------------------------------
                0.00    0.00   50490/50490       std::pair<int, int>* std::__relocate_a<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [61]
[62]     0.0    0.00    0.00   50490         std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [62]
                0.00    0.00   82994/124499      std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [26]
                0.00    0.00   41497/41497       void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [66]
-----------------------------------------------
                0.00    0.00   45529/45529       AStarLib::IDAStar<std::pair<int, int>, double>::search(AStarLib::Graph<std::pair<int, int>, double> const&, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&, double, double, std::pair<int, int> const&) [7]
[63]     0.0    0.00    0.00   45529         bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [63]
                0.00    0.00   91058/419618      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [16]
-----------------------------------------------
                0.00    0.00   41497/41497       void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [65]
[64]     0.0    0.00    0.00   41497         void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [64]
                0.00    0.00   41497/82994       std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [31]
                0.00    0.00   41497/112808      operator new(unsigned long, void*) [28]
-----------------------------------------------
                0.00    0.00   41497/41497       void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [66]
[65]     0.0    0.00    0.00   41497         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [65]
                0.00    0.00   41497/82994       std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [31]
                0.00    0.00   41497/41497       void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [64]
-----------------------------------------------
                0.00    0.00   41497/41497       std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [62]
[66]     0.0    0.00    0.00   41497         void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [66]
                0.00    0.00   41497/41497       std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [67]
                0.00    0.00   41497/41497       void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [65]
                0.00    0.00   41497/124499      std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [26]
                0.00    0.00   41497/73395       void std::allocator_traits<std::allocator<std::pair<int, int> > >::destroy<std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*) [34]
-----------------------------------------------
                0.00    0.00   41497/41497       void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [66]
[67]     0.0    0.00    0.00   41497         std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [67]
-----------------------------------------------
                0.00    0.00     800/40084       std::pair<std::__strip_reference_wrapper<std::decay<int&>::type>::__type, std::__strip_reference_wrapper<std::decay<int&>::type>::__type> std::make_pair<int&, int&>(int&, int&) [119]
                0.00    0.00   39284/40084       void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [71]
[68]     0.0    0.00    0.00   40084         std::pair<int, int>::pair<int&, int&, true>(int&, int&) [68]
                0.00    0.00   80168/367872      int& std::forward<int&>(std::remove_reference<int&>::type&) [17]
-----------------------------------------------
                0.00    0.00   39789/39789       __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const> __gnu_cxx::__ops::__iter_equals_val<std::pair<int, int> const>(std::pair<int, int> const&) [70]
[69]     0.0    0.00    0.00   39789         __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const>::_Iter_equals_val(std::pair<int, int> const&) [69]
-----------------------------------------------
                0.00    0.00     800/39789       __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::find<__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> const&) [116]
                0.00    0.00   38989/39789       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::find<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> const&) [76]
[70]     0.0    0.00    0.00   39789         __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const> __gnu_cxx::__ops::__iter_equals_val<std::pair<int, int> const>(std::pair<int, int> const&) [70]
                0.00    0.00   39789/39789       __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const>::_Iter_equals_val(std::pair<int, int> const&) [69]
-----------------------------------------------
                0.00    0.00   39284/39284       void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [72]
[71]     0.0    0.00    0.00   39284         void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [71]
                0.00    0.00   78568/367872      int& std::forward<int&>(std::remove_reference<int&>::type&) [17]
                0.00    0.00   39284/112808      operator new(unsigned long, void*) [28]
                0.00    0.00   39284/40084       std::pair<int, int>::pair<int&, int&, true>(int&, int&) [68]
-----------------------------------------------
                0.00    0.00   14089/39284       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&) [73]
                0.00    0.00   25195/39284       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [95]
[72]     0.0    0.00    0.00   39284         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [72]
                0.00    0.00   78568/367872      int& std::forward<int&>(std::remove_reference<int&>::type&) [17]
                0.00    0.00   39284/39284       void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [71]
-----------------------------------------------
                0.00    0.00   39284/39284       MyGraph::getNeighbors(std::pair<int, int> const&) const [6]
[73]     0.0    0.00    0.00   39284         void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&) [73]
                0.00    0.00   78568/367872      int& std::forward<int&>(std::remove_reference<int&>::type&) [17]
                0.00    0.00   25195/142022      std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [24]
                0.00    0.00   25195/25195       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [95]
                0.00    0.00   14089/39284       void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [72]
-----------------------------------------------
                0.00    0.00   38989/38989       AStarLib::IDAStar<std::pair<int, int>, double>::search(AStarLib::Graph<std::pair<int, int>, double> const&, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&, double, double, std::pair<int, int> const&) [7]
[74]     0.0    0.00    0.00   38989         bool __gnu_cxx::operator==<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [74]
                0.00    0.00   77978/419618      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [16]
-----------------------------------------------
                0.00    0.00   38989/38989       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__find_if<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const>) [77]
[75]     0.0    0.00    0.00   38989         std::iterator_traits<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [75]
-----------------------------------------------
                0.00    0.00   38989/38989       AStarLib::IDAStar<std::pair<int, int>, double>::search(AStarLib::Graph<std::pair<int, int>, double> const&, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&, double, double, std::pair<int, int> const&) [7]
[76]     0.0    0.00    0.00   38989         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::find<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> const&) [76]
                0.00    0.00   38989/39789       __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const> __gnu_cxx::__ops::__iter_equals_val<std::pair<int, int> const>(std::pair<int, int> const&) [70]
                0.00    0.00   38989/38989       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__find_if<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const>) [77]
-----------------------------------------------
                0.00    0.00   38989/38989       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::find<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> const&) [76]
[77]     0.0    0.00    0.00   38989         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__find_if<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const>) [77]
                0.00    0.00   38989/38989       std::iterator_traits<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [75]
                0.00    0.00   38989/38989       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__find_if<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const>, std::random_access_iterator_tag) [78]
-----------------------------------------------
                0.00    0.00   38989/38989       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__find_if<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const>) [77]
[78]     0.0    0.00    0.00   38989         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__find_if<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const>, std::random_access_iterator_tag) [78]
                0.00    0.00  209461/209461      bool __gnu_cxx::__ops::_Iter_equals_val<std::pair<int, int> const>::operator()<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [22]
                0.00    0.00  202461/241359      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++() [20]
                0.00    0.00   74801/100046      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::difference_type __gnu_cxx::operator-<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [30]
-----------------------------------------------
                0.00    0.00      10/32178       AStarLib::IDAStar<std::pair<int, int>, double>::findPath(AStarLib::Graph<std::pair<int, int>, double> const&, std::pair<int, int> const&, std::pair<int, int> const&) [8]
                0.00    0.00   32168/32178       AStarLib::IDAStar<std::pair<int, int>, double>::search(AStarLib::Graph<std::pair<int, int>, double> const&, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&, double, double, std::pair<int, int> const&) [7]
[79]     0.0    0.00    0.00   32178         MyGraph::getHeuristic(std::pair<int, int> const&, std::pair<int, int> const&) const [79]
                0.00    0.00   64356/128334      __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int) [25]
-----------------------------------------------
                0.00    0.00   32168/32168       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [81]
[80]     0.0    0.00    0.00   32168         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator-(long) const [80]
                0.00    0.00   32168/245055      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&) [19]
-----------------------------------------------
                0.00    0.00   32168/32168       AStarLib::IDAStar<std::pair<int, int>, double>::search(AStarLib::Graph<std::pair<int, int>, double> const&, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&, double, double, std::pair<int, int> const&) [7]
[81]     0.0    0.00    0.00   32168         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [81]
                0.00    0.00   32168/142022      std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [24]
                0.00    0.00   32168/32168       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator-(long) const [80]
                0.00    0.00   32168/280618      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [18]
-----------------------------------------------
                0.00    0.00   31999/31999       void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> const&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int> const&) [83]
[82]     0.0    0.00    0.00   31999         void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> const&>(std::pair<int, int>*, std::pair<int, int> const&) [82]
                0.00    0.00   31999/64056       std::pair<int, int> const& std::forward<std::pair<int, int> const&>(std::remove_reference<std::pair<int, int> const&>::type&) [36]
                0.00    0.00   31999/112808      operator new(unsigned long, void*) [28]
-----------------------------------------------
                0.00    0.00      50/31999       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> const&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> const&) [139]
                0.00    0.00   31949/31999       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::push_back(std::pair<int, int> const&) [84]
[83]     0.0    0.00    0.00   31999         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> const&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int> const&) [83]
                0.00    0.00   31999/64056       std::pair<int, int> const& std::forward<std::pair<int, int> const&>(std::remove_reference<std::pair<int, int> const&>::type&) [36]
                0.00    0.00   31999/31999       void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> const&>(std::pair<int, int>*, std::pair<int, int> const&) [82]
-----------------------------------------------
                0.00    0.00      10/31999       AStarLib::IDAStar<std::pair<int, int>, double>::findPath(AStarLib::Graph<std::pair<int, int>, double> const&, std::pair<int, int> const&, std::pair<int, int> const&) [8]
                0.00    0.00   31989/31999       AStarLib::IDAStar<std::pair<int, int>, double>::search(AStarLib::Graph<std::pair<int, int>, double> const&, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&, double, double, std::pair<int, int> const&) [7]
[84]     0.0    0.00    0.00   31999         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::push_back(std::pair<int, int> const&) [84]
                0.00    0.00   31949/31999       void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> const&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int> const&) [83]
                0.00    0.00      50/142022      std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [24]
